,number,name,code
4257,LIT368,German Jewish Culture from the Enlightenment to the Present,[]
4258,LIT369,Germany Confronts Nazism and the Holocaust,[]
4259,LIT371,Problems in Global Culture,[]
4260,LIT371S,Problems in Global Culture,[]
4261,LIT375,Latin American Literature in Translation,[]
4262,LIT376,Latin-American Literature in Translation,[]
4263,LIT377,Kafka and Cinema,[]
4264,LIT380,Marxism and Society,[]
4265,LIT382S,Fictions That Mark the Moment,[]
4266,LIT3872D,The Idea of Latin America,[]
4267,LIT390,Special Topics in Literature,[]
4268,LIT390-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4269,LIT390-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4270,LIT390-5,Selected Topics in Feminist Studies,[]
4271,LIT390-6,Special Topics in Gender and Sexuality,[]
4272,LIT390-7,Special Topics in the Study of Literature in Relation to Other Disciplines,[]
4273,LIT390A-12,Special Topics in World Media,[]
4274,LIT390A-13,Special Topics in World Literature and Culture,[]
4275,LIT390S,Special Topics in Literature,[]
4276,LIT390S-1,Special Topics in Literary Genres,[]
4277,LIT390S-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4278,LIT390S-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4279,LIT390S-15,Special Topics in North American Literature and Culture,[]
4280,LIT390S-2,Special Topics in Literary Movements,[]
4281,LIT390S-3,Special Topics in Individual Authors,[]
4282,LIT390S-4,Special Topics in Film,[]
4283,LIT390S-5,Selected Topics in Feminist Studies,[]
4284,LIT390S-6,Special Topics in Gender and Sexuality,[]
4285,LIT390S-7,Special Topics in the Study of Literature in Relation to Other Disciplines,[]
4286,LIT390S-8,Special Topics in Culture and the Arts,[]
4287,LIT390S-9,Special Topics in Science and Culture,[]
4288,LIT390SA,Special Topics in Literature,[]
4289,LIT391,Independent Study,[]
4290,LIT393,Research Independent Study,[]
4291,LIT412S,Cultures of New Media,[]
4292,LIT415S,Interethnic Intimacies: Production and Consumption,[]
4293,LIT430,Gender and the Law,[]
4294,LIT431,Imagining Justice: The U.S. and the Carceral Imagination,[]
4295,LIT439,Queer China,[]
4296,LIT471S,Marxism and Culture,[]
4297,LIT475S,Queer Theory,[]
4298,LIT485S,Existentialism Between Cultures,[]
4299,LIT486S,Ordinary Language Philosophy,[]
4300,LIT490-1,Special Topics in Theory,[]
4301,LIT490S-1,Special Topics Theory,[]
4302,LIT490S-2,Special Topics in Literature,[]
4303,LIT495,Honors Thesis I,[]
4304,LIT496,Honors Thesis II,[]
4305,LIT510,Citizen Godard,[]
4306,LIT511S,Borderland and Battleground: A Journey Through Twentieth-Century Eastern Europe,[]
4307,LIT515S,Interethnic Intimacies: Production and Consumption,[]
4308,LIT520S,Performance Studies,[]
4309,LIT521S,Historical and Philosophical Perspectives on Science,[]
4310,LIT525,"Biography, Life Writing, Autofiction",[]
4311,LIT530S,Seminar in Asian and Middle Eastern Cultural Studies,[]
4312,LIT539S,Queer China,[]
4313,LIT540S,Methods and Theories of Romance Studies,[]
4314,LIT541,Medieval Fictions,[]
4315,LIT541S,The Symbolist Movement in the Arts & European Thought,[]
4316,LIT542S,Literary Guide to Italy,[]
4317,LIT543S,Reading Heidegger,[]
4318,LIT551S,Translation: Theory/Praxis,[]
4319,LIT571,East Asian Cultural Studies,[]
4320,LIT572S,Antonio Gramsci and the Marxist Legacy,[]
4321,LIT573S,Ethnohistory of Latin America,[]
4322,LIT580S,Jews and the End of Theory,[]
4323,LIT583S,Dante Studies,[]
4324,LIT584S,Boccaccio Studies,[]
4325,LIT590,Special Topics in Literature,[]
4326,LIT590S,Special Topics in Literature,[]
4327,LIT610S,Basic Concepts in Cinema Studies,[]
4328,LIT611S,Film Feminisms,[]
4329,LIT612S,Theories of the Image,[]
4330,LIT613S,Third Cinema,[]
4331,LIT614S,Thinking Digital Cinema,[]
4332,LIT615S,The #Selfie,[]
4333,LIT621S,Critical Studies in New Media,[]
4334,LIT622,Science Studies,[]
4335,LIT623,"Body Works: Medicine, Technology, and the Body in Early Twenty-First Century America",[]
4336,LIT624S,Post-Digital Architecture,[]
4337,LIT625S,Comparative Media Studies,[]
4338,LIT630S,Phenomenology and Media,[]
4339,LIT631S,Seminar on Modern Chinese Cinema,[]
4340,LIT632,Modern Chinese Cinema,[]
4341,LIT632S,"Whitehead, Bergson, James",[]
4342,LIT640S,Theory and Practice of Literary Translation,[]
4343,LIT644,Modernism,[]
4344,LIT672,Representation in a Global Perspective,[]
4345,LIT681S,Wittgensteinian Perspectives on Literary Theory,[]
4346,LIT682,The Intellectual as Writer,[]
4347,LIT683,Studies in Legal Theory,[]
4348,LIT690,Special Topics in Literature,[]
4349,LIT690-1,Special Topics in Literature of the Modern Era,[]
4350,LIT690-3,Topics in Cultural Studies,[]
4351,LIT690-4,Special Topics in Film,[]
4352,LIT690-6,Topics in Psychoanalytic Criticism,[]
4353,LIT690-7,Special Topics in Literature and History,[]
4354,LIT690-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4355,LIT690S,Special Topics in Literature,[]
4356,LIT690S-3,Topics In Cultural Studies,[]
4357,LIT690S-4,Special Topics in Film,[]
4358,LIT690S-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4359,LIT695S,Literature Seminar,[]
4360,LIT735S,"Space, Place, and Power",[]
4361,LIT740S,Early Modernism 1870-1914,[]
4362,LIT760S,Major Figures in Feminist Thought,[]
4363,LIT761S,Foundations in Feminist Theory,[]
4364,LIT770,Interdisciplinary Research Workshop,[]
4365,LIT780S,"Teaching Race, Teaching Gender",[]
4366,LIT801,History of Criticism,[]
4367,LIT831,History of Literary Institutions,[]
4368,LIT840S,Seminar in Emergent Literatures,[]
4369,LIT880S,Language and Theory in the Twentieth Century,[]
4370,LIT881S,Stanley Cavell and Ordinary Language Philosophy,[]
4371,LIT882S,Philosophy and Literature,[]
4372,LIT890,Special Topics in Literature,[]
4373,LIT890S,Seminars in Literature,[]
4374,LIT890T,Tutorial in Special Topics,[]
4375,LIT891,Special Readings,[]
4376,LIT892S,Publication Workshop,[]
4377,LIT143,Introduction to Latino/a Studies in the Global South,[]
4378,LIT143S,Introduction to Latino/a Studies in the Global South,[]
4379,LIT201,Introduction to Global Cultural Studies,[]
4380,LIT230A,Introduction to Global Los Angeles: An Interdisciplinary Survey,[]
4381,LIT235S,Anthropology of Space,[]
4382,LIT241S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,[]
4383,LIT244S,"Poetry, Desire & Religion",[]
4384,LIT246D,Flaubert's Brain: Neurohumanities,[]
4385,LIT260S,Freud and Sexuality,[]
4386,LIT261S,Freud and Feminism: The Unconscious,[]
4387,LIT281,American Apocalypse: Beat Generation Spirituality,[]
4388,LIT285,Existentialism,[]
4389,LIT290,Special Topics in International Literature and Culture,[]
4390,LIT290S-1,Special Topics in International Literature and Culture,[]
4391,LIT295S,Sex Work: The Politics of Sexual Labor,[]
4392,LIT301S,Theory Today: Introduction to the Study of Literature,[]
4393,LIT320S,Social Movements and Social Media,[]
4394,LIT330S,Social Facts and Narrative Representations,[]
4395,LIT331,Beat Generation/Russian New Wave: Cultural Dissent in the Cold War,[]
4396,LIT332,Social Movements in Age of Globalization,[]
4397,LIT335S,Political Economies of the Global Image,[]
4398,LIT343,"African Americans, Mass Incarceration and Citizenship",[]
4399,LIT367A,Jewish Berlin,[]
4400,LIT368,German Jewish Culture from the Enlightenment to the Present,[]
4401,LIT369,Germany Confronts Nazism and the Holocaust,[]
4402,LIT380,Marxism and Society,[]
4403,LIT382S,Fictions That Mark the Moment,[]
4404,LIT3872D,The Idea of Latin America,[]
4405,LIT390,Special Topics in Literature,[]
4406,LIT390-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4407,LIT390-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4408,LIT390-5,Selected Topics in Feminist Studies,[]
4409,LIT390-6,Special Topics in Gender and Sexuality,[]
4410,LIT390S-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4411,LIT390S-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4412,LIT390S-15,Special Topics in North American Literature and Culture,[]
4413,LIT390S-5,Selected Topics in Feminist Studies,[]
4414,LIT390S-6,Special Topics in Gender and Sexuality,[]
4415,LIT415S,Interethnic Intimacies: Production and Consumption,[]
4416,LIT430,Gender and the Law,[]
4417,LIT431,Imagining Justice: The U.S. and the Carceral Imagination,[]
4418,LIT439,Queer China,[]
4419,LIT471S,Marxism and Culture,[]
4420,LIT475S,Queer Theory,[]
4421,LIT486S,Ordinary Language Philosophy,[]
4422,LIT495,Honors Thesis I,[]
4423,LIT496,Honors Thesis II,[]
4424,LIT511S,Borderland and Battleground: A Journey Through Twentieth-Century Eastern Europe,[]
4425,LIT515S,Interethnic Intimacies: Production and Consumption,[]
4426,LIT530S,Seminar in Asian and Middle Eastern Cultural Studies,[]
4427,LIT539S,Queer China,[]
4428,LIT542S,Literary Guide to Italy,[]
4429,LIT571,East Asian Cultural Studies,[]
4430,LIT580S,Jews and the End of Theory,[]
4431,LIT615S,The #Selfie,[]
4432,LIT623,"Body Works: Medicine, Technology, and the Body in Early Twenty-First Century America",[]
4433,LIT644,Modernism,[]
4434,LIT672,Representation in a Global Perspective,[]
4435,LIT690,Special Topics in Literature,[]
4436,LIT690-1,Special Topics in Literature of the Modern Era,[]
4437,LIT690-3,Topics in Cultural Studies,[]
4438,LIT690-6,Topics in Psychoanalytic Criticism,[]
4439,LIT690-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4440,LIT690S,Special Topics in Literature,[]
4441,LIT690S-3,Topics In Cultural Studies,[]
4442,LIT690S-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4443,LIT695S,Literature Seminar,[]
4444,LIT80S,Special Topics: Introduction to Literature,[]
4445,LIT89S,First-Year Seminar,[]
4446,LIT102,Introduction to African and African American Studies,[]
4447,LIT150,Introduction to Cultural Studies,[]
4448,LIT190S,Special Topics: Introduction to Interpretation and Writing,[]
4449,LIT201,Introduction to Global Cultural Studies,[]
4450,LIT205,The Problem of Love in Western Literature,[]
4451,LIT239S,Korean Literature in Translation: Local and Global Connections,[]
4452,LIT240,The Devil's Pact: Faust and the Faust Tradition,[]
4453,LIT242,The Existentialist Imagination,[]
4454,LIT242D,The Existentialist Imagination,[]
4455,LIT243,Secularization and Modernity: Cross-Disciplinary Readings 1750-1914,[]
4456,LIT245,"Dante's Divine Comedy: Hell, Purgatory and Paradise",[]
4457,LIT246D,Flaubert's Brain: Neurohumanities,[]
4458,LIT247,"Classics of Western Civilization: The German Tradition, 1750-1930",[]
4459,LIT248S,Chinese Literature and Culture in Translation,[]
4460,LIT252,Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,[]
4461,LIT260S,Freud and Sexuality,[]
4462,LIT261S,Freud and Feminism: The Unconscious,[]
4463,LIT273,Europe in Theory,[]
4464,LIT276S,Orhan Pamuk and World Literature,[]
4465,LIT280,"Marx, Nietzsche, Freud",[]
4466,LIT280D,"Marx, Nietzsche, Freud",[]
4467,LIT285,Existentialism,[]
4468,LIT290,Special Topics in International Literature and Culture,[]
4469,LIT290S-1,Special Topics in International Literature and Culture,[]
4470,LIT301S,Theory Today: Introduction to the Study of Literature,[]
4471,LIT316,Film Theory,[]
4472,LIT317,Media Theory,[]
4473,LIT328S,Literary Islam,[]
4474,LIT330S,Social Facts and Narrative Representations,[]
4475,LIT338S,German Language Graphic Novels,[]
4476,LIT341,Science Fiction,[]
4477,LIT341D,Science Fiction,[]
4478,LIT344,Poetics of Murder,[]
4479,LIT345S,Popular Fictions,[]
4480,LIT346S,Utopian Writing,[]
4481,LIT351,Contemporary Novel,[]
4482,LIT351S,Contemporary Novel,[]
4483,LIT360S,Women Writers,[]
4484,LIT365S,Feminist Classics,[]
4485,LIT371,Problems in Global Culture,[]
4486,LIT371S,Problems in Global Culture,[]
4487,LIT375,Latin American Literature in Translation,[]
4488,LIT376,Latin-American Literature in Translation,[]
4489,LIT377,Kafka and Cinema,[]
4490,LIT380,Marxism and Society,[]
4491,LIT382S,Fictions That Mark the Moment,[]
4492,LIT390,Special Topics in Literature,[]
4493,LIT390-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4494,LIT390-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4495,LIT390-5,Selected Topics in Feminist Studies,[]
4496,LIT390-7,Special Topics in the Study of Literature in Relation to Other Disciplines,[]
4497,LIT390A-13,Special Topics in World Literature and Culture,[]
4498,LIT390S,Special Topics in Literature,[]
4499,LIT390S-1,Special Topics in Literary Genres,[]
4500,LIT390S-10,"Special Topics in Literature and National Cultures, Ethnicity, Race",[]
4501,LIT390S-11,Special Topics in Third World or Postcolonial Literature and Cultures,[]
4502,LIT390S-15,Special Topics in North American Literature and Culture,[]
4503,LIT390S-2,Special Topics in Literary Movements,[]
4504,LIT390S-3,Special Topics in Individual Authors,[]
4505,LIT390S-5,Selected Topics in Feminist Studies,[]
4506,LIT390S-6,Special Topics in Gender and Sexuality,[]
4507,LIT390S-7,Special Topics in the Study of Literature in Relation to Other Disciplines,[]
4508,LIT390S-8,Special Topics in Culture and the Arts,[]
4509,LIT390S-9,Special Topics in Science and Culture,[]
4510,LIT390SA,Special Topics in Literature,[]
4511,LIT412S,Cultures of New Media,[]
4512,LIT430,Gender and the Law,[]
4513,LIT431,Imagining Justice: The U.S. and the Carceral Imagination,[]
4514,LIT475S,Queer Theory,[]
4515,LIT490-1,Special Topics in Theory,[]
4516,LIT490S-1,Special Topics Theory,[]
4517,LIT490S-2,Special Topics in Literature,[]
4518,LIT495,Honors Thesis I,[]
4519,LIT496,Honors Thesis II,[]
4520,LIT521S,Historical and Philosophical Perspectives on Science,[]
4521,LIT525,"Biography, Life Writing, Autofiction",[]
4522,LIT530S,Seminar in Asian and Middle Eastern Cultural Studies,[]
4523,LIT540S,Methods and Theories of Romance Studies,[]
4524,LIT541,Medieval Fictions,[]
4525,LIT541S,The Symbolist Movement in the Arts & European Thought,[]
4526,LIT543S,Reading Heidegger,[]
4527,LIT551S,Translation: Theory/Praxis,[]
4528,LIT571,East Asian Cultural Studies,[]
4529,LIT572S,Antonio Gramsci and the Marxist Legacy,[]
4530,LIT573S,Ethnohistory of Latin America,[]
4531,LIT580S,Jews and the End of Theory,[]
4532,LIT583S,Dante Studies,[]
4533,LIT584S,Boccaccio Studies,[]
4534,LIT590,Special Topics in Literature,[]
4535,LIT590S,Special Topics in Literature,[]
4536,LIT612S,Theories of the Image,[]
4537,LIT622,Science Studies,[]
4538,LIT623,"Body Works: Medicine, Technology, and the Body in Early Twenty-First Century America",[]
4539,LIT625S,Comparative Media Studies,[]
4540,LIT630S,Phenomenology and Media,[]
4541,LIT632S,"Whitehead, Bergson, James",[]
4542,LIT640S,Theory and Practice of Literary Translation,[]
4543,LIT644,Modernism,[]
4544,LIT672,Representation in a Global Perspective,[]
4545,LIT681S,Wittgensteinian Perspectives on Literary Theory,[]
4546,LIT682,The Intellectual as Writer,[]
4547,LIT683,Studies in Legal Theory,[]
4548,LIT690,Special Topics in Literature,[]
4549,LIT690-1,Special Topics in Literature of the Modern Era,[]
4550,LIT690-3,Topics in Cultural Studies,[]
4551,LIT690-6,Topics in Psychoanalytic Criticism,[]
4552,LIT690-7,Special Topics in Literature and History,[]
4553,LIT690-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4554,LIT690S,Special Topics in Literature,[]
4555,LIT690S-3,Topics In Cultural Studies,[]
4556,LIT690S-4,Special Topics in Film,[]
4557,LIT690S-8,Special Topics in Literature: Paradigms of Modern Thought,[]
4558,LIT695S,Literature Seminar,[]
4559,LIT110,Introduction to Film Studies,[]
4560,LIT111,Introduction to the Arts of the Moving Image,[]
4561,LIT201,Introduction to Global Cultural Studies,[]
4562,LIT208S,The Silent Film: An Introduction,[]
4563,LIT211,Indian Cinema,[]
4564,LIT212,World of Korean Cinema,[]
4565,LIT213,Japanese Cinema,[]
4566,LIT214,Modern Chinese Cinema,[]
4567,LIT215,Italian Cinema,[]
4568,LIT216S,Trauma and Nostalgia: East European Film in the 21st Century,[]
4569,LIT217,Contemporary Israeli Cinema,[]
4570,LIT218,Existentialist Cinema,[]
4571,LIT219,Women in Film,[]
4572,LIT220,Film Genres,[]
4573,LIT221,American Film Comedy,[]
4574,LIT222,Global Performance Art: History/Theory from 1950's to Present,[]
4575,LIT223S,Film Noir,[]
4576,LIT224S,Digital Storytelling,[]
4577,LIT263S,"Screening the Holocaust: Jews, WWII, and World Cinema",[]
4578,LIT286,German History Through Film,[]
4579,LIT290-2,Special Topics in National Cinema,[]
4580,LIT290AS-1,Studies in the United States Culture Industries,[]
4581,LIT290S-2,Special Topics in National Cinema,[]
4582,LIT298S,Revealing Histories: Polish Cinema,[]
4583,LIT301S,Theory Today: Introduction to the Study of Literature,[]
4584,LIT313,Movies of the World/The World of Movies,[]
4585,LIT314S,States of Exile and Accented Cinemas,[]
4586,LIT315S,Sexualities in Film and Video (DS4),[]
